INF | Serving assets from frontend DevServer URL: http://localhost:4000/
DEB | [AssetHandler] Handling request '/node_modules/.vite/deps/chunk-7FXHVWVT.js' (file='node_modules/.vite/deps/chunk-7FXHVWVT.js')
DEB | [AssetHandler] File 'node_modules/.vite/deps/chunk-7FXHVWVT.js' not found, serving '/node_modules/.vite/deps/chunk-7FXHVWVT.js' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/node_modules/.vite/deps/chunk-7FXHVWVT.js?v=21270b03'
DEB | [AssetHandler] Handling request '/src/components/MessageContent/index.vue' (file='src/components/MessageContent/index.vue')
DEB | [AssetHandler] File 'src/components/MessageContent/index.vue' not found, serving '/src/components/MessageContent/index.vue' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/components/MessageContent/index.vue'
DEB | [AssetHandler] Handling request '/src/components/DialogContent/index.vue' (file='src/components/DialogContent/index.vue')
DEB | [AssetHandler] File 'src/components/DialogContent/index.vue' not found, serving '/src/components/DialogContent/index.vue' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/components/DialogContent/index.vue'
DEB | [AssetHandler] Handling request '/src/components/MessageContent/index.ts' (file='src/components/MessageContent/index.ts')
DEB | [AssetHandler] File 'src/components/MessageContent/index.ts' not found, serving '/src/components/MessageContent/index.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/components/MessageContent/index.ts'
DEB | [AssetHandler] Handling request '/src/components/DialogContent/index.ts' (file='src/components/DialogContent/index.ts')
DEB | [AssetHandler] File 'src/components/DialogContent/index.ts' not found, serving '/src/components/DialogContent/index.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/components/DialogContent/index.ts'
DEB | [AssetHandler] Handling request '/node_modules/.vite/deps/chunk-RKM4MHWD.js' (file='node_modules/.vite/deps/chunk-RKM4MHWD.js')
DEB | [AssetHandler] File 'node_modules/.vite/deps/chunk-RKM4MHWD.js' not found, serving '/node_modules/.vite/deps/chunk-RKM4MHWD.js' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/node_modules/.vite/deps/chunk-RKM4MHWD.js?v=21270b03'
DEB | [AssetHandler] Handling request '/src/utils/common/index.ts' (file='src/utils/common/index.ts')
DEB | [AssetHandler] File 'src/utils/common/index.ts' not found, serving '/src/utils/common/index.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/utils/common/index.ts'
DEB | [AssetHandler] Handling request '/src/utils/naive/index.ts' (file='src/utils/naive/index.ts')
DEB | [AssetHandler] File 'src/utils/naive/index.ts' not found, serving '/src/utils/naive/index.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/utils/naive/index.ts'
DEB | [AssetHandler] Handling request '/src/utils/menu/index.ts' (file='src/utils/menu/index.ts')
DEB | [AssetHandler] File 'src/utils/menu/index.ts' not found, serving '/src/utils/menu/index.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/utils/menu/index.ts'
DEB | [AssetHandler] Handling request '/src/utils/router/index.ts' (file='src/utils/router/index.ts')
DEB | [AssetHandler] File 'src/utils/router/index.ts' not found, serving '/src/utils/router/index.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/utils/router/index.ts'
DEB | [AssetHandler] Handling request '/__uno.css' (file='__uno.css')
DEB | [AssetHandler] File '__uno.css' not found, serving '/__uno.css' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/__uno.css'
DEB | [AssetHandler] Handling request '/@id/virtual:svg-icons-register' (file='@id/virtual:svg-icons-register')
DEB | [AssetHandler] File '@id/virtual:svg-icons-register' not found, serving '/@id/virtual:svg-icons-register' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/@id/virtual:svg-icons-register'
DEB | [AssetHandler] Handling request '/src/styles/css/global.css' (file='src/styles/css/global.css')
DEB | [AssetHandler] File 'src/styles/css/global.css' not found, serving '/src/styles/css/global.css' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/styles/css/global.css'
DEB | [AssetHandler] Handling request '/src/store/modules/asyncRoute.ts' (file='src/store/modules/asyncRoute.ts')
DEB | [AssetHandler] File 'src/store/modules/asyncRoute.ts' not found, serving '/src/store/modules/asyncRoute.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/store/modules/asyncRoute.ts'
DEB | [AssetHandler] Handling request '/src/store/modules/projectSetting.ts' (file='src/store/modules/projectSetting.ts')
DEB | [AssetHandler] File 'src/store/modules/projectSetting.ts' not found, serving '/src/store/modules/projectSetting.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/store/modules/projectSetting.ts'
DEB | [AssetHandler] Handling request '/src/store/modules/tabsView.ts' (file='src/store/modules/tabsView.ts')
DEB | [AssetHandler] File 'src/store/modules/tabsView.ts' not found, serving '/src/store/modules/tabsView.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/store/modules/tabsView.ts'
DEB | [AssetHandler] Handling request '/src/store/modules/user.ts' (file='src/store/modules/user.ts')
DEB | [AssetHandler] File 'src/store/modules/user.ts' not found, serving '/src/store/modules/user.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/store/modules/user.ts'
DEB | [AssetHandler] Handling request '/src/settings/index.ts' (file='src/settings/index.ts')
DEB | [AssetHandler] File 'src/settings/index.ts' not found, serving '/src/settings/index.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/settings/index.ts'
DEB | [AssetHandler] Handling request '/src/enums/common.ts' (file='src/enums/common.ts')
DEB | [AssetHandler] File 'src/enums/common.ts' not found, serving '/src/enums/common.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/enums/common.ts'
DEB | [AssetHandler] Handling request '/src/enums/business.ts' (file='src/enums/business.ts')
DEB | [AssetHandler] File 'src/enums/business.ts' not found, serving '/src/enums/business.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/enums/business.ts'
DEB | [AssetHandler] Handling request '/node_modules/.vite/deps/chunk-HFFX6WXW.js' (file='node_modules/.vite/deps/chunk-HFFX6WXW.js')
DEB | [AssetHandler] File 'node_modules/.vite/deps/chunk-HFFX6WXW.js' not found, serving '/node_modules/.vite/deps/chunk-HFFX6WXW.js' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/node_modules/.vite/deps/chunk-HFFX6WXW.js?v=21270b03'
DEB | [AssetHandler] Handling request '/node_modules/.vite/deps/@vicons_antd.js' (file='node_modules/.vite/deps/@vicons_antd.js')
DEB | [AssetHandler] File 'node_modules/.vite/deps/@vicons_antd.js' not found, serving '/node_modules/.vite/deps/@vicons_antd.js' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/node_modules/.vite/deps/@vicons_antd.js?v=21270b03'
DEB | [AssetHandler] Handling request '/src/utils/naive/render-icon.ts' (file='src/utils/naive/render-icon.ts')
DEB | [AssetHandler] File 'src/utils/naive/render-icon.ts' not found, serving '/src/utils/naive/render-icon.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/utils/naive/render-icon.ts'
DEB | [AssetHandler] Handling request '/src/utils/naive/render-tag.ts' (file='src/utils/naive/render-tag.ts')
DEB | [AssetHandler] File 'src/utils/naive/render-tag.ts' not found, serving '/src/utils/naive/render-tag.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/utils/naive/render-tag.ts'
DEB | [AssetHandler] Handling request '/src/utils/menu/get-children-router.ts' (file='src/utils/menu/get-children-router.ts')
DEB | [AssetHandler] File 'src/utils/menu/get-children-router.ts' not found, serving '/src/utils/menu/get-children-router.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/utils/menu/get-children-router.ts'
DEB | [AssetHandler] Handling request '/src/utils/menu/mix-generate-menu.ts' (file='src/utils/menu/mix-generate-menu.ts')
DEB | [AssetHandler] File 'src/utils/menu/mix-generate-menu.ts' not found, serving '/src/utils/menu/mix-generate-menu.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/utils/menu/mix-generate-menu.ts'
DEB | [AssetHandler] Handling request '/src/utils/menu/recur-generate-menu.ts' (file='src/utils/menu/recur-generate-menu.ts')
DEB | [AssetHandler] File 'src/utils/menu/recur-generate-menu.ts' not found, serving '/src/utils/menu/recur-generate-menu.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/utils/menu/recur-generate-menu.ts'
DEB | [AssetHandler] Handling request '/src/utils/common/is.ts' (file='src/utils/common/is.ts')
DEB | [AssetHandler] File 'src/utils/common/is.ts' not found, serving '/src/utils/common/is.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/utils/common/is.ts'
DEB | [AssetHandler] Handling request '/src/utils/common/dom.ts' (file='src/utils/common/dom.ts')
DEB | [AssetHandler] File 'src/utils/common/dom.ts' not found, serving '/src/utils/common/dom.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/utils/common/dom.ts'
DEB | [AssetHandler] Handling request '/src/utils/common/storage.ts' (file='src/utils/common/storage.ts')
DEB | [AssetHandler] File 'src/utils/common/storage.ts' not found, serving '/src/utils/common/storage.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/utils/common/storage.ts'
DEB | [AssetHandler] Handling request '/src/utils/common/lodash.ts' (file='src/utils/common/lodash.ts')
DEB | [AssetHandler] File 'src/utils/common/lodash.ts' not found, serving '/src/utils/common/lodash.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/utils/common/lodash.ts'
DEB | [AssetHandler] Handling request '/src/utils/common/propTypes.ts' (file='src/utils/common/propTypes.ts')
DEB | [AssetHandler] File 'src/utils/common/propTypes.ts' not found, serving '/src/utils/common/propTypes.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/utils/common/propTypes.ts'
DEB | [AssetHandler] Handling request '/src/utils/common/theme.ts' (file='src/utils/common/theme.ts')
DEB | [AssetHandler] File 'src/utils/common/theme.ts' not found, serving '/src/utils/common/theme.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/utils/common/theme.ts'
DEB | [AssetHandler] Handling request '/src/utils/common/props.ts' (file='src/utils/common/props.ts')
DEB | [AssetHandler] File 'src/utils/common/props.ts' not found, serving '/src/utils/common/props.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/utils/common/props.ts'
DEB | [AssetHandler] Handling request '/src/utils/common/url.ts' (file='src/utils/common/url.ts')
DEB | [AssetHandler] File 'src/utils/common/url.ts' not found, serving '/src/utils/common/url.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/utils/common/url.ts'
DEB | [AssetHandler] Handling request '/src/utils/router/filter-router.ts' (file='src/utils/router/filter-router.ts')
DEB | [AssetHandler] File 'src/utils/router/filter-router.ts' not found, serving '/src/utils/router/filter-router.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/utils/router/filter-router.ts'
DEB | [AssetHandler] Handling request '/src/api/system/user.ts' (file='src/api/system/user.ts')
DEB | [AssetHandler] File 'src/api/system/user.ts' not found, serving '/src/api/system/user.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/api/system/user.ts'
DEB | [AssetHandler] Handling request '/src/utils/router/is-root-router.ts' (file='src/utils/router/is-root-router.ts')
DEB | [AssetHandler] File 'src/utils/router/is-root-router.ts' not found, serving '/src/utils/router/is-root-router.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/utils/router/is-root-router.ts'
DEB | [AssetHandler] Handling request '/src/settings/designSetting.ts' (file='src/settings/designSetting.ts')
DEB | [AssetHandler] File 'src/settings/designSetting.ts' not found, serving '/src/settings/designSetting.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/settings/designSetting.ts'
DEB | [AssetHandler] Handling request '/src/settings/projectSetting.ts' (file='src/settings/projectSetting.ts')
DEB | [AssetHandler] File 'src/settings/projectSetting.ts' not found, serving '/src/settings/projectSetting.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/settings/projectSetting.ts'
DEB | [AssetHandler] Handling request '/node_modules/.vite/deps/lodash-es.js' (file='node_modules/.vite/deps/lodash-es.js')
DEB | [AssetHandler] File 'node_modules/.vite/deps/lodash-es.js' not found, serving '/node_modules/.vite/deps/lodash-es.js' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/node_modules/.vite/deps/lodash-es.js?v=21270b03'
DEB | [AssetHandler] Handling request '/node_modules/.vite/deps/lodash_cloneDeep.js' (file='node_modules/.vite/deps/lodash_cloneDeep.js')
DEB | [AssetHandler] File 'node_modules/.vite/deps/lodash_cloneDeep.js' not found, serving '/node_modules/.vite/deps/lodash_cloneDeep.js' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/node_modules/.vite/deps/lodash_cloneDeep.js?v=21270b03'
DEB | [AssetHandler] Handling request '/node_modules/.vite/deps/vue-types.js' (file='node_modules/.vite/deps/vue-types.js')
DEB | [AssetHandler] File 'node_modules/.vite/deps/vue-types.js' not found, serving '/node_modules/.vite/deps/vue-types.js' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/node_modules/.vite/deps/vue-types.js?v=21270b03'
DEB | [AssetHandler] Handling request '/src/api/fetch.ts' (file='src/api/fetch.ts')
DEB | [AssetHandler] File 'src/api/fetch.ts' not found, serving '/src/api/fetch.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/api/fetch.ts'
DEB | [AssetHandler] Handling request '/node_modules/.vite/deps/axios.js' (file='node_modules/.vite/deps/axios.js')
DEB | [AssetHandler] File 'node_modules/.vite/deps/axios.js' not found, serving '/node_modules/.vite/deps/axios.js' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/node_modules/.vite/deps/axios.js?v=21270b03'
DEB | [AssetHandler] Handling request '/src/layout/index.vue' (file='src/layout/index.vue')
DEB | [AssetHandler] File 'src/layout/index.vue' not found, serving '/src/layout/index.vue' by AssetHandler
DEB | [AssetHandler] Handling request '/src/views/instance/detail/dashboard/console/console.vue' (file='src/views/instance/detail/dashboard/console/console.vue')
DEB | [AssetHandler] File 'src/views/instance/detail/dashboard/console/console.vue' not found, serving '/src/views/instance/detail/dashboard/console/console.vue' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/views/instance/detail/dashboard/console/console.vue'
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/layout/index.vue'
DEB | [AssetHandler] Handling request '/src/layout/components/Main/index.ts' (file='src/layout/components/Main/index.ts')
DEB | [AssetHandler] File 'src/layout/components/Main/index.ts' not found, serving '/src/layout/components/Main/index.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/layout/components/Main/index.ts'
DEB | [AssetHandler] Handling request '/src/layout/components/SideLogo/index.ts' (file='src/layout/components/SideLogo/index.ts')
DEB | [AssetHandler] File 'src/layout/components/SideLogo/index.ts' not found, serving '/src/layout/components/SideLogo/index.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/layout/components/SideLogo/index.ts'
DEB | [AssetHandler] Handling request '/src/layout/components/Header/index.ts' (file='src/layout/components/Header/index.ts')
DEB | [AssetHandler] File 'src/layout/components/Header/index.ts' not found, serving '/src/layout/components/Header/index.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/layout/components/Header/index.ts'
DEB | [AssetHandler] Handling request '/src/layout/index.vue' (file='src/layout/index.vue')
DEB | [AssetHandler] File 'src/layout/index.vue' not found, serving '/src/layout/index.vue' by AssetHandler
DEB | [AssetHandler] Handling request '/src/layout/index.vue' (file='src/layout/index.vue')
DEB | [AssetHandler] File 'src/layout/index.vue' not found, serving '/src/layout/index.vue' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/layout/index.vue?vue&type=style&index=1&scoped=true&lang.less'
DEB | [AssetHandler] Handling request '/src/layout/components/Menu/index.ts' (file='src/layout/components/Menu/index.ts')
DEB | [AssetHandler] File 'src/layout/components/Menu/index.ts' not found, serving '/src/layout/components/Menu/index.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/layout/components/Menu/index.ts'
DEB | [AssetHandler] Handling request '/src/hooks/index.ts' (file='src/hooks/index.ts')
DEB | [AssetHandler] File 'src/hooks/index.ts' not found, serving '/src/hooks/index.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/hooks/index.ts'
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/layout/index.vue?vue&type=style&index=0&lang.less'
DEB | [AssetHandler] Handling request '/src/layout/components/Main/index.vue' (file='src/layout/components/Main/index.vue')
DEB | [AssetHandler] File 'src/layout/components/Main/index.vue' not found, serving '/src/layout/components/Main/index.vue' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/layout/components/Main/index.vue'
DEB | [AssetHandler] Handling request '/src/layout/components/Menu/index.vue' (file='src/layout/components/Menu/index.vue')
DEB | [AssetHandler] File 'src/layout/components/Menu/index.vue' not found, serving '/src/layout/components/Menu/index.vue' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/layout/components/Menu/index.vue'
DEB | [AssetHandler] Handling request '/src/hooks/common/index.ts' (file='src/hooks/common/index.ts')
DEB | [AssetHandler] File 'src/hooks/common/index.ts' not found, serving '/src/hooks/common/index.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/hooks/common/index.ts'
DEB | [AssetHandler] Handling request '/src/hooks/business/index.ts' (file='src/hooks/business/index.ts')
DEB | [AssetHandler] File 'src/hooks/business/index.ts' not found, serving '/src/hooks/business/index.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/hooks/business/index.ts'
DEB | [AssetHandler] Handling request '/src/layout/components/Header/index.vue' (file='src/layout/components/Header/index.vue')
DEB | [AssetHandler] File 'src/layout/components/Header/index.vue' not found, serving '/src/layout/components/Header/index.vue' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/layout/components/Header/index.vue'
DEB | [AssetHandler] Handling request '/src/layout/components/SideLogo/index.vue' (file='src/layout/components/SideLogo/index.vue')
DEB | [AssetHandler] File 'src/layout/components/SideLogo/index.vue' not found, serving '/src/layout/components/SideLogo/index.vue' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/layout/components/SideLogo/index.vue'
DEB | [AssetHandler] Handling request '/src/layout/components/SideLogo/index.vue' (file='src/layout/components/SideLogo/index.vue')
DEB | [AssetHandler] File 'src/layout/components/SideLogo/index.vue' not found, serving '/src/layout/components/SideLogo/index.vue' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/layout/components/SideLogo/index.vue?vue&type=style&index=0&scoped=true&lang.less'
DEB | [AssetHandler] Handling request '/src/hooks/common/useBoolean.ts' (file='src/hooks/common/useBoolean.ts')
DEB | [AssetHandler] File 'src/hooks/common/useBoolean.ts' not found, serving '/src/hooks/common/useBoolean.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/hooks/common/useBoolean.ts'
DEB | [AssetHandler] Handling request '/src/hooks/common/useApi.ts' (file='src/hooks/common/useApi.ts')
DEB | [AssetHandler] File 'src/hooks/common/useApi.ts' not found, serving '/src/hooks/common/useApi.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/hooks/common/useApi.ts'
DEB | [AssetHandler] Handling request '/src/hooks/common/useLoading.ts' (file='src/hooks/common/useLoading.ts')
DEB | [AssetHandler] File 'src/hooks/common/useLoading.ts' not found, serving '/src/hooks/common/useLoading.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/hooks/common/useLoading.ts'
DEB | [AssetHandler] Handling request '/src/hooks/business/useCountDown.ts' (file='src/hooks/business/useCountDown.ts')
DEB | [AssetHandler] File 'src/hooks/business/useCountDown.ts' not found, serving '/src/hooks/business/useCountDown.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/hooks/business/useCountDown.ts'
DEB | [AssetHandler] Handling request '/src/hooks/business/useProjectSetting.ts' (file='src/hooks/business/useProjectSetting.ts')
DEB | [AssetHandler] File 'src/hooks/business/useProjectSetting.ts' not found, serving '/src/hooks/business/useProjectSetting.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/hooks/business/useProjectSetting.ts'
DEB | [AssetHandler] Handling request '/src/hooks/business/useDesignSetting.ts' (file='src/hooks/business/useDesignSetting.ts')
DEB | [AssetHandler] File 'src/hooks/business/useDesignSetting.ts' not found, serving '/src/hooks/business/useDesignSetting.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/hooks/business/useDesignSetting.ts'
DEB | [AssetHandler] Handling request '/src/hooks/business/useInstanceList.ts' (file='src/hooks/business/useInstanceList.ts')
DEB | [AssetHandler] File 'src/hooks/business/useInstanceList.ts' not found, serving '/src/hooks/business/useInstanceList.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/hooks/business/useInstanceList.ts'
DEB | [AssetHandler] Handling request '/src/api/instance/index.ts' (file='src/api/instance/index.ts')
DEB | [AssetHandler] File 'src/api/instance/index.ts' not found, serving '/src/api/instance/index.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/api/instance/index.ts'
DEB | [AssetHandler] Handling request '/src/components/TimelineGraph.vue' (file='src/components/TimelineGraph.vue')
DEB | [AssetHandler] File 'src/components/TimelineGraph.vue' not found, serving '/src/components/TimelineGraph.vue' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/components/TimelineGraph.vue'
DEB | [AssetHandler] Handling request '/src/views/instance/detail/dashboard/console/console.vue' (file='src/views/instance/detail/dashboard/console/console.vue')
DEB | [AssetHandler] File 'src/views/instance/detail/dashboard/console/console.vue' not found, serving '/src/views/instance/detail/dashboard/console/console.vue' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/views/instance/detail/dashboard/console/console.vue?vue&type=style&index=0&scoped=true&lang.less'
DEB | [AssetHandler] Handling request '/node_modules/.vite/deps/webrtc-internals.js' (file='node_modules/.vite/deps/webrtc-internals.js')
DEB | [AssetHandler] File 'node_modules/.vite/deps/webrtc-internals.js' not found, serving '/node_modules/.vite/deps/webrtc-internals.js' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/node_modules/.vite/deps/webrtc-internals.js?v=21270b03'
DEB | [AssetHandler] Handling request '/src/layout/components/Header/components.ts' (file='src/layout/components/Header/components.ts')
DEB | [AssetHandler] File 'src/layout/components/Header/components.ts' not found, serving '/src/layout/components/Header/components.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/layout/components/Header/components.ts'
DEB | [AssetHandler] Handling request '/src/assets/imgs/logo.png' (file='src/assets/imgs/logo.png')
DEB | [AssetHandler] File 'src/assets/imgs/logo.png' not found, serving '/src/assets/imgs/logo.png' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/assets/imgs/logo.png?import'
DEB | [AssetHandler] Handling request '/src/layout/components/Header/index.vue' (file='src/layout/components/Header/index.vue')
DEB | [AssetHandler] File 'src/layout/components/Header/index.vue' not found, serving '/src/layout/components/Header/index.vue' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/layout/components/Header/index.vue?vue&type=style&index=0&scoped=true&lang.less'
DEB | [AssetHandler] Handling request '/src/layout/components/Header/ProjectSetting.vue' (file='src/layout/components/Header/ProjectSetting.vue')
DEB | [AssetHandler] File 'src/layout/components/Header/ProjectSetting.vue' not found, serving '/src/layout/components/Header/ProjectSetting.vue' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/layout/components/Header/ProjectSetting.vue'
DEB | [AssetHandler] Handling request '/src/assets/imgs/nav-theme-dark.svg' (file='src/assets/imgs/nav-theme-dark.svg')
DEB | [AssetHandler] File 'src/assets/imgs/nav-theme-dark.svg' not found, serving '/src/assets/imgs/nav-theme-dark.svg' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/assets/imgs/nav-theme-dark.svg?import'
DEB | [AssetHandler] Handling request '/node_modules/.vite/deps/@vicons_ionicons5.js' (file='node_modules/.vite/deps/@vicons_ionicons5.js')
DEB | [AssetHandler] File 'node_modules/.vite/deps/@vicons_ionicons5.js' not found, serving '/node_modules/.vite/deps/@vicons_ionicons5.js' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/node_modules/.vite/deps/@vicons_ionicons5.js?v=21270b03'
DEB | [AssetHandler] Handling request '/src/assets/imgs/nav-horizontal.svg' (file='src/assets/imgs/nav-horizontal.svg')
DEB | [AssetHandler] Handling request '/src/layout/components/Header/ProjectSetting.vue' (file='src/layout/components/Header/ProjectSetting.vue')
DEB | [AssetHandler] File 'src/layout/components/Header/ProjectSetting.vue' not found, serving '/src/layout/components/Header/ProjectSetting.vue' by AssetHandler
DEB | [AssetHandler] Handling request '/src/assets/imgs/nav-theme-light.svg' (file='src/assets/imgs/nav-theme-light.svg')
DEB | [AssetHandler] File 'src/assets/imgs/nav-theme-light.svg' not found, serving '/src/assets/imgs/nav-theme-light.svg' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/assets/imgs/nav-theme-light.svg?import'
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/layout/components/Header/ProjectSetting.vue?vue&type=style&index=0&scoped=true&lang.less'
DEB | [AssetHandler] File 'src/assets/imgs/nav-horizontal.svg' not found, serving '/src/assets/imgs/nav-horizontal.svg' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/assets/imgs/nav-horizontal.svg?import'
DEB | [AssetHandler] No GET request, serving '/m7s/api/sysinfo' by AssetHandler
DEB | [AssetHandler] Handling request '/src/views/instance/detail/address/index.vue' (file='src/views/instance/detail/address/index.vue')
DEB | [AssetHandler] File 'src/views/instance/detail/address/index.vue' not found, serving '/src/views/instance/detail/address/index.vue' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/views/instance/detail/address/index.vue'
DEB | [AssetHandler] Handling request '/src/views/instance/detail/address/index.vue' (file='src/views/instance/detail/address/index.vue')
DEB | [AssetHandler] File 'src/views/instance/detail/address/index.vue' not found, serving '/src/views/instance/detail/address/index.vue' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/views/instance/detail/address/index.vue?vue&type=style&index=0&scoped=true&lang.less'
DEB | [AssetHandler] Handling request '/node_modules/.vite/deps/crypto-js.js' (file='node_modules/.vite/deps/crypto-js.js')
DEB | [AssetHandler] File 'node_modules/.vite/deps/crypto-js.js' not found, serving '/node_modules/.vite/deps/crypto-js.js' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/node_modules/.vite/deps/crypto-js.js?v=21270b03'
